FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
1,0,0,0,1.33,4.5,9.5,1.3,4.75,8.2,1.35,4.5,8.5,1.33,4.0,7.5,1.36,3.75,8.0,1.33,4.5,9.0,1.33,4.0,8.0,1.65,2.05,1.8,2.0,1.9,1.67,-1.5,1.76,2.08,-1.25,1.8,2.1,-1.25
2,0,1,0,1.57,3.4,5.5,1.6,3.5,5.25,1.66,3.4,5.5,1.6,3.3,4.8,1.53,3.5,5.5,1.62,3.5,5.0,1.57,3.3,5.5,1.85,1.85,2.0,1.8,1.85,1.95,-0.75,1.88,1.96,-0.75,1.95,1.95,-0.75
1,1,0,0,1.44,3.75,6.5,1.4,4.0,7.25,1.44,4.0,7.5,1.4,3.7,6.5,1.44,3.6,6.5,1.4,4.0,7.5,1.44,3.6,6.5,1.85,1.85,1.95,1.85,2.0,1.8,-1.25,2.02,1.82,-1.25,2.049,1.85,-1.25
2,4,0,2,2.4,3.2,2.3,2.35,3.2,2.75,2.4,3.2,2.85,2.55,2.9,2.55,2.5,2.88,2.62,2.4,3.1,2.8,2.37,3.1,2.62,2.05,1.65,2.35,1.57,1.8,2.0,0.0,1.82,2.02,0.0,1.85,2.049,0.0
0,0,0,0,2.7,3.2,2.3,2.8,3.2,2.3,2.95,3.2,2.35,3.0,2.9,2.2,2.6,3.2,2.38,2.9,3.2,2.25,2.6,3.1,2.4,2.0,1.71,2.2,1.65,1.8,2.0,0.25,1.84,2.0,0.25,1.899,2.0,0.25
3,1,1,1,1.36,4.5,8.0,1.3,4.75,8.2,1.35,4.5,8.5,1.3,4.2,8.0,1.36,3.75,8.0,1.33,4.5,9.0,1.3,4.33,8.0,1.6,2.15,1.8,2.0,1.9,1.67,-1.5,1.76,2.08,-1.25,1.774,2.125,-1.25
4,3,0,1,1.83,3.25,3.75,1.85,3.3,3.85,1.87,3.3,4.15,2.0,3.0,3.3,1.8,3.2,4.0,1.85,3.25,4.0,1.8,3.1,4.0,1.79,1.9,2.0,1.8,1.87,1.84,-0.5,1.88,1.96,-0.5,1.899,2.0,-0.5
3,0,1,0,1.25,5.5,10.0,1.25,5.25,9.0,1.25,5.25,11.5,1.22,4.8,9.5,1.25,4.5,10.0,1.22,5.5,12.0,1.2,5.0,11.0,1.6,2.15,1.65,2.2,2.0,1.8,-1.75,2.08,1.76,-1.75,2.1,1.8,-1.75
0,2,0,2,2.4,3.1,2.62,2.5,3.15,2.6,2.6,3.2,2.6,2.5,2.9,2.6,2.6,3.2,2.38,2.6,3.0,2.6,2.5,2.9,2.62,2.05,1.65,2.25,1.61,1.85,1.95,0.0,1.88,1.96,0.0,1.899,2.0,0.0
4,0,3,0,1.44,3.75,6.5,1.5,3.6,6.4,1.5,3.7,7.0,1.45,3.6,5.8,1.33,4.0,8.0,1.44,3.75,7.0,1.4,3.6,7.5,1.95,1.75,2.05,1.75,1.8,2.0,-1.0,1.82,2.02,-1.0,1.8,2.1,-1.0
3,0,3,0,2.25,3.2,2.8,2.3,3.2,2.8,2.35,3.25,2.9,2.2,3.0,2.9,2.25,3.0,2.88,2.3,3.2,2.8,2.15,3.2,2.9,2.0,1.71,2.1,1.7,1.75,2.05,0.0,1.76,2.08,0.0,2.1,1.8,-0.25
4,1,2,1,2.0,3.25,3.25,2.1,3.25,3.15,2.2,3.2,3.2,1.8,3.1,3.8,2.25,3.0,2.88,2.0,3.25,3.4,2.2,3.0,3.0,2.0,1.71,2.05,1.75,1.8,2.0,-0.25,1.84,2.0,-0.25,2.0,1.899,-0.25
2,1,1,0,2.25,3.2,2.8,2.3,3.2,2.8,2.4,3.2,2.85,2.2,3.0,2.9,2.38,3.2,2.6,2.3,3.2,2.8,2.3,3.1,2.75,1.95,1.75,2.05,1.75,1.8,2.0,0.0,1.76,2.08,0.0,1.8,2.1,0.0
1,0,0,0,2.37,3.2,2.6,2.4,3.2,2.7,2.45,3.2,2.8,2.3,2.9,2.8,2.38,3.2,2.6,2.38,3.2,2.75,2.25,3.2,2.75,2.0,1.65,2.3,1.6,1.85,1.95,0.0,1.86,1.98,0.0,1.85,2.049,0.0
3,1,1,1,1.22,6.0,11.0,1.2,6.0,10.0,1.22,5.75,12.0,1.22,4.8,9.5,1.2,5.0,11.0,1.2,6.0,12.0,1.2,5.5,9.0,1.6,2.15,1.65,2.2,1.8,2.0,-1.5,1.82,2.02,-1.5,1.85,2.049,-1.5
3,1,2,0,2.4,3.1,2.62,2.5,3.15,2.6,2.6,3.2,2.6,2.5,3.0,2.5,2.38,3.0,2.75,2.5,3.2,2.6,2.37,3.0,2.7,2.05,1.65,2.4,1.53,1.75,2.05,0.0,1.74,2.1,0.0,1.75,2.149,0.0
3,1,3,1,1.61,3.39,5.0,1.65,3.45,4.85,1.67,3.45,5.25,1.6,3.3,4.8,1.615,3.25,5.0,1.5330000000000001,3.6,6.0,1.67,3.45,5.25,,,2.3,1.6,,,,1.9,1.94,-0.75,1.925,1.975,-0.75
0,4,0,0,3.0,3.25,2.29,2.85,3.25,2.25,3.0,3.25,2.3,2.7,3.0,2.3,2.8,3.2,2.2,3.0,3.2,2.3,3.0,3.25,2.3,,,2.2,1.65,,,,1.86,1.98,0.25,1.8,2.1,0.25
2,2,1,0,2.1,3.2,3.1,2.0,3.3,3.35,2.1,3.3,3.35,2.0,3.0,3.3,1.909,3.2,3.5,2.05,3.25,3.25,2.1,3.3,3.35,,,2.2,1.65,,,,1.7,2.14,-0.25,1.774,2.125,-0.25
3,1,2,1,2.0,3.0,3.5,2.05,3.25,3.25,2.0,3.25,3.7,2.1,2.9,3.2,2.0,3.2,3.2,2.0,3.2,3.4,2.0,3.25,3.7,,,2.15,1.66,,,,1.7,2.14,-0.25,1.75,2.149,-0.25
1,2,0,0,6.0,3.5,1.5,5.75,3.55,1.55,6.2,3.6,1.57,4.8,3.3,1.6,5.5,3.25,1.571,6.0,3.6,1.5330000000000001,6.2,3.6,1.57,,,1.9,1.9,,,,2.06,1.78,1.0,2.024,1.875,1.0
1,1,0,0,2.37,3.2,2.6,2.3,3.2,2.8,2.4,3.2,2.85,2.4,2.9,2.7,2.2,3.2,2.8,2.3,3.25,2.8,2.4,3.2,2.85,,,2.2,1.65,,,,1.74,2.1,0.0,2.125,1.774,-0.25
2,2,1,0,2.1,3.1,3.2,2.0,3.3,3.35,2.15,3.25,3.25,2.0,3.0,3.3,2.1,3.2,3.0,2.1,3.2,3.2,2.15,3.25,3.25,,,2.15,1.66,,,,1.84,2.0,-0.25,1.875,2.024,-0.25
0,4,0,0,2.5,3.2,2.5,2.45,3.15,2.65,2.5,3.25,2.7,2.4,2.9,2.7,2.5,3.2,2.5,2.4,3.2,2.7,2.5,3.25,2.7,,,2.15,1.66,,,,1.7,2.14,0.0,1.8,2.1,0.0
2,2,0,1,1.66,3.2,5.0,1.6,3.5,5.25,1.67,3.45,5.25,1.5,3.5,5.4,1.615,3.25,5.0,1.615,3.5,5.0,1.67,3.45,5.25,,,2.2,1.65,,,,1.7,2.14,-0.75,1.825,2.075,-0.75
1,0,1,0,1.72,3.25,4.33,1.8,3.35,4.0,1.83,3.35,4.25,1.75,3.1,4.2,1.7269999999999999,3.2,4.333,1.8,3.25,4.2,1.83,3.35,4.25,,,2.2,1.65,,,,1.8,2.04,-0.5,1.8,2.1,-0.5
4,0,2,0,1.4,4.0,9.0,1.4,4.0,7.25,1.4,4.2,8.0,1.35,4.0,7.0,1.4,3.75,7.0,1.4,4.2,8.0,1.36,3.75,8.0,1.6,2.15,1.8,2.0,1.9,1.9,-1.25,1.9,1.94,-1.25,1.95,1.95,-1.25
3,3,1,1,2.63,3.2,2.38,2.95,3.25,2.2,2.85,3.2,2.4,2.7,2.9,2.4,2.75,3.2,2.25,2.88,3.2,2.3,2.75,3.2,2.25,2.0,1.71,2.3,1.6,1.85,1.95,0.25,1.86,1.98,0.25,1.875,2.024,0.25
2,1,0,1,2.3,3.2,2.7,2.3,3.2,2.8,2.35,3.2,2.95,2.3,2.9,2.8,2.2,3.2,2.8,2.38,3.1,2.8,2.2,3.2,2.8,2.05,1.65,2.2,1.65,2.0,1.8,-0.25,1.92,1.92,-0.25,1.95,1.95,-0.25
0,2,0,1,1.4,4.2,8.0,1.35,4.25,8.0,1.4,4.2,8.0,1.4,3.7,6.5,1.36,3.75,8.0,1.4,4.2,8.0,1.33,4.0,8.0,1.71,2.0,1.75,2.05,1.7,2.05,-1.25,2.06,1.78,-1.5,2.149,1.75,-1.5
3,1,2,1,1.72,3.25,4.33,1.8,3.35,4.0,1.8,3.4,4.33,1.7,3.1,4.4,1.67,3.25,4.5,1.75,3.4,4.33,1.72,3.2,4.33,2.0,1.71,2.1,1.7,1.8,1.9,-0.5,1.82,2.02,-0.5,1.85,2.049,-0.5
1,0,1,0,1.66,3.4,4.5,1.8,3.35,4.0,1.8,3.4,4.33,1.65,3.2,4.6,1.73,3.2,4.33,1.75,3.4,4.33,1.66,3.3,4.5,2.05,1.65,2.3,1.6,1.8,1.9,-0.5,1.72,2.12,-0.5,2.049,1.85,-0.75
1,1,0,0,1.9,3.25,3.5,2.0,3.3,3.35,2.05,3.2,3.6,1.75,3.2,4.0,1.91,3.2,3.5,1.95,3.25,3.6,2.05,3.2,3.1,1.95,1.75,2.0,1.8,1.7,2.05,-0.25,,,,2.0,1.899,-0.5
0,3,0,1,2.38,3.2,2.63,2.5,3.15,2.6,2.6,3.2,2.6,2.3,3.0,2.7,2.38,3.2,2.6,2.5,3.2,2.6,2.5,2.9,2.62,2.05,1.65,2.2,1.65,1.85,1.95,0.0,1.88,1.96,0.0,1.85,2.049,0.0
0,0,0,0,2.1,3.25,3.0,2.0,3.3,3.35,2.1,3.25,3.4,1.9,3.1,3.5,1.91,3.2,3.5,2.05,3.2,3.3,1.9,3.2,3.5,2.05,1.65,2.15,1.66,1.8,2.0,-0.25,1.8,2.04,-0.25,1.875,2.024,-0.25
2,1,0,1,1.5,3.5,6.0,1.5,3.6,6.4,1.5,3.75,6.75,1.5,3.5,5.4,1.4,3.75,7.0,1.5,3.6,6.5,1.44,3.6,6.5,1.85,1.85,2.0,1.8,2.0,1.75,-1.25,1.72,2.12,-1.0,1.75,2.149,-1.0
1,2,0,1,1.8,3.4,4.5,1.7,3.4,4.55,1.8,3.3,4.5,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.4,4.75,1.7,3.2,4.5,1.9,1.79,2.0,1.8,1.8,1.9,-0.5,2.06,1.78,-0.75,2.149,1.75,-0.75
1,4,0,3,5.0,3.4,1.72,4.85,3.45,1.65,4.5,3.3,1.8,4.0,3.0,1.8,4.33,3.2,1.73,4.75,3.4,1.73,3.8,3.25,1.8,1.85,1.85,2.0,1.8,1.9,1.9,0.75,1.94,1.9,0.75,1.95,1.95,0.75
4,4,2,3,2.0,3.25,3.25,2.0,3.3,3.35,2.0,3.3,3.65,1.9,3.0,3.6,1.91,3.2,3.5,2.0,3.25,3.4,1.83,3.2,3.75,1.9,1.79,2.1,1.7,2.0,1.73,-0.5,2.08,1.76,-0.5,2.1,1.8,-0.5
0,0,0,0,1.57,3.4,5.5,1.55,3.5,6.0,1.57,3.5,6.33,1.55,3.4,5.0,1.5,3.4,6.0,1.57,3.4,6.0,1.5,3.4,6.0,1.95,1.75,2.15,1.67,1.9,1.9,-1.0,1.94,1.9,-1.0,1.95,1.95,-1.0
2,0,0,0,1.61,3.4,5.0,1.5,3.6,6.4,1.7,3.4,5.1,1.55,3.4,5.0,1.62,3.25,5.0,1.62,3.5,5.0,1.61,3.3,5.0,1.95,1.75,2.0,1.8,1.9,1.9,-0.75,1.9,1.94,-0.75,1.95,1.95,-0.75
2,1,0,1,1.9,3.1,3.75,1.9,3.3,3.65,1.9,3.1,4.33,1.9,3.0,3.6,1.91,3.2,3.5,1.85,3.25,4.0,1.9,3.1,3.6,2.0,1.71,2.15,1.67,1.9,1.81,-0.5,1.84,2.0,-0.5,1.899,2.0,-0.5
0,1,0,1,2.25,3.2,2.8,2.2,3.25,2.95,2.38,3.2,2.9,2.3,2.9,2.8,2.2,3.2,2.8,2.38,3.1,2.8,2.25,3.2,2.75,2.15,1.6,2.2,1.65,2.0,1.8,-0.25,1.96,1.88,-0.25,2.024,1.875,-0.25
1,2,1,0,5.0,3.4,1.72,4.5,3.3,1.75,4.5,3.25,1.83,4.0,3.0,1.8,4.0,3.2,1.8,4.33,3.4,1.8,4.33,3.2,1.72,1.75,1.95,2.0,1.8,1.89,1.83,0.5,2.1,1.74,0.5,2.149,1.75,0.5
1,3,0,3,2.3,3.2,2.7,2.2,3.25,2.95,2.3,3.25,3.0,2.2,2.9,3.0,2.1,3.2,3.0,2.25,3.1,3.0,2.15,3.1,3.0,1.9,1.79,2.05,1.75,2.05,1.77,-0.25,2.08,1.76,-0.25,2.149,1.75,-0.25
2,1,1,0,2.2,3.2,2.87,2.2,3.25,2.95,2.25,3.2,3.1,2.2,2.9,3.0,2.2,3.2,2.8,2.2,3.1,3.1,2.1,3.1,3.1,1.9,1.79,2.05,1.75,2.0,1.8,-0.25,2.02,1.82,-0.25,2.049,1.85,-0.25
2,0,1,0,1.22,5.0,10.0,1.2,5.5,12.0,1.25,5.35,11.0,1.3,4.2,8.0,1.2,5.0,11.0,1.22,5.5,10.0,1.22,5.0,9.5,1.65,2.05,1.7,2.1,1.9,1.9,-1.5,1.9,1.94,-1.5,1.899,2.0,-1.5
0,2,0,0,1.44,4.0,7.5,1.35,4.25,8.0,1.41,4.25,7.5,1.35,4.0,7.0,1.4,3.75,7.0,1.4,4.0,7.5,1.36,3.75,8.0,1.65,2.05,1.75,2.05,1.9,1.58,-1.5,1.8,2.04,-1.0,2.174,1.725,-1.25
1,0,0,0,2.3,3.2,2.7,2.5,3.25,2.55,2.5,3.25,2.7,2.3,3.0,2.7,2.38,3.2,2.6,2.5,3.1,2.62,2.4,3.1,2.6,1.95,1.75,2.15,1.67,1.7,2.15,0.0,1.7,2.14,0.0,1.725,2.174,0.0
1,2,1,0,1.72,3.25,4.33,1.7,3.4,4.55,1.7,3.45,5.0,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.3,4.5,1.61,3.3,5.0,2.05,1.65,2.37,1.55,1.9,1.9,-0.75,1.9,1.94,-0.75,1.975,1.925,-0.75
2,0,1,0,2.1,3.25,3.0,1.95,3.3,3.5,2.1,3.2,3.45,2.3,2.9,2.8,1.83,3.2,3.75,2.1,3.1,3.3,2.0,3.2,3.2,1.9,1.79,1.85,1.95,1.85,1.95,-0.25,1.9,1.94,-0.25,1.875,2.024,-0.25
0,0,0,0,2.1,3.2,3.0,2.1,3.25,3.15,2.2,3.2,3.2,2.0,3.0,3.3,2.0,3.2,3.2,2.1,3.2,3.2,2.0,3.2,3.2,1.95,1.75,2.1,1.7,1.95,1.85,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25
0,0,0,0,2.1,3.2,3.0,2.1,3.25,3.15,2.15,3.25,3.25,1.9,3.0,3.6,2.0,3.2,3.2,2.1,3.2,3.2,2.1,3.2,3.0,1.95,1.75,2.1,1.7,1.9,1.9,-0.25,1.9,1.94,-0.25,1.925,1.975,-0.25
3,2,2,0,2.3,3.2,2.7,2.35,3.2,2.75,2.45,3.25,2.75,2.3,3.0,2.7,2.38,3.0,2.75,2.4,3.1,2.75,2.3,3.1,2.75,2.05,1.65,2.37,1.55,1.77,2.05,0.0,1.76,2.08,0.0,1.8,2.1,0.0
1,0,0,0,2.8,3.2,2.25,3.35,3.3,2.0,3.25,3.25,2.15,3.0,2.9,2.2,3.2,3.0,2.1,3.1,3.1,2.2,3.0,3.1,2.15,2.0,1.71,2.2,1.65,2.0,1.8,0.25,2.04,1.8,0.25,2.075,1.825,0.25
3,2,0,2,1.9,3.3,4.0,1.95,3.3,3.5,1.91,3.3,3.95,1.9,3.0,3.6,1.73,3.2,4.33,1.91,3.2,3.75,1.8,3.1,4.0,2.05,1.65,2.3,1.6,1.91,1.8,-0.5,1.92,1.92,-0.5,1.899,2.0,-0.5
2,1,2,0,1.57,3.4,5.5,1.55,3.55,5.75,1.6,3.5,5.8,1.6,3.3,4.8,1.62,3.25,5.0,1.57,3.5,5.5,1.53,3.5,5.5,1.9,1.79,2.0,1.8,2.0,1.72,-1.0,1.76,2.08,-0.75,1.8,2.1,-0.75
2,0,2,0,3.0,3.25,2.3,3.05,3.25,2.15,2.75,3.25,2.45,2.5,3.0,2.5,2.75,3.25,2.2,3.0,3.2,2.3,2.9,3.2,2.15,1.95,1.75,2.05,1.75,2.0,1.8,0.0,1.76,2.08,0.25,1.8,2.1,0.25
1,2,0,0,1.83,3.25,3.75,1.95,3.3,3.5,1.95,3.25,3.85,2.0,3.0,3.3,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75,1.9,1.79,2.05,1.75,1.95,1.76,-0.5,1.92,1.92,-0.5,1.95,1.95,-0.5
1,1,1,0,7.0,3.75,1.5,7.25,4.0,1.4,7.0,3.75,1.5,5.6,3.4,1.5,6.0,3.4,1.5,6.5,3.8,1.5,6.0,3.4,1.5,1.75,1.95,1.95,1.85,2.0,1.8,1.0,2.08,1.76,1.0,2.049,1.85,1.0
1,0,1,0,1.72,3.25,4.33,1.8,3.35,4.0,1.73,3.3,5.0,1.8,3.1,3.8,1.73,3.2,4.33,1.75,3.4,4.33,1.7,3.3,4.33,1.95,1.75,2.05,1.75,1.73,1.99,-0.5,1.7,2.14,-0.5,1.725,2.174,-0.5
1,6,0,3,1.83,3.25,3.75,1.8,3.35,4.0,1.85,3.25,4.3,1.9,3.0,3.6,1.91,3.2,3.5,1.83,3.25,4.0,1.72,3.25,4.2,2.0,1.71,2.3,1.6,1.85,1.85,-0.5,1.84,2.0,-0.5,1.85,2.049,-0.5
2,2,1,1,1.5,3.5,6.0,1.45,3.7,7.0,1.5,3.75,7.0,1.45,3.6,5.8,1.5,3.4,6.0,1.44,3.75,7.0,1.44,3.6,6.5,1.9,1.79,2.05,1.75,1.9,1.9,-1.0,1.92,1.92,-1.0,1.975,1.925,-1.0
2,1,1,1,2.0,3.3,3.6,1.9,3.3,3.65,2.0,3.25,3.75,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.3,3.6,1.95,3.1,3.5,2.0,1.71,2.1,1.7,2.0,1.74,-0.5,2.0,1.84,-0.5,2.075,1.825,-0.5
1,0,1,0,2.37,3.2,2.62,2.7,3.2,2.4,2.5,3.15,2.75,2.4,3.0,2.6,2.25,3.2,2.75,2.4,3.2,2.7,2.37,3.1,2.62,1.85,1.85,2.1,1.7,1.85,1.95,0.0,1.82,2.02,0.0,1.85,2.049,0.0
0,0,0,0,1.4,4.33,7.5,1.4,4.0,7.25,1.4,4.0,8.5,1.4,3.7,6.5,1.36,3.75,8.0,1.33,4.5,9.0,1.36,3.75,8.0,1.65,2.05,1.8,2.0,2.02,1.58,-1.5,2.02,1.82,-1.25,2.025,1.875,-1.25
1,1,0,0,2.2,3.25,2.8,2.15,3.25,3.05,2.2,3.2,3.2,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.2,3.2,2.25,3.1,2.8,2.0,1.7,2.2,1.65,2.2,1.6,-0.5,1.82,2.02,-0.25,1.825,2.075,-0.25
1,1,0,1,2.62,3.2,2.37,2.7,3.15,2.4,2.65,3.25,2.55,2.6,2.9,2.5,2.38,3.2,2.6,2.7,3.2,2.4,2.5,3.1,2.5,2.0,1.7,2.25,1.61,1.46,2.55,0.5,2.0,1.84,0.0,2.025,1.875,0.0
1,1,1,1,1.66,3.4,4.5,1.7,3.35,4.75,1.7,3.45,5.0,1.55,3.4,5.0,1.73,3.2,4.33,1.67,3.4,4.8,1.7,3.2,4.5,2.0,1.7,2.2,1.65,1.7,2.04,-0.5,1.86,1.98,-0.75,1.875,2.025,-0.75
1,0,1,0,2.2,3.25,2.8,2.3,3.2,2.8,2.35,3.3,2.85,2.2,2.9,3.0,2.25,3.2,2.75,2.3,3.25,2.8,2.25,3.2,2.75,2.05,1.65,2.37,1.55,2.35,1.53,-0.5,1.9,1.94,-0.25,1.95,1.95,-0.25
3,1,2,0,1.5,3.5,6.0,1.47,4.0,5.8,1.52,3.75,6.5,1.55,3.4,5.0,1.57,3.5,5.0,1.5,3.75,6.0,1.44,3.6,6.5,1.65,2.05,1.8,2.0,2.25,1.46,-1.5,2.12,1.72,-1.0,2.05,1.85,-1.0
2,1,1,1,2.37,3.2,2.62,2.35,3.2,2.75,2.5,3.2,2.75,2.3,2.9,2.8,2.5,3.2,2.5,2.4,3.2,2.7,2.37,3.1,2.62,2.05,1.65,2.1,1.7,2.5,1.48,-0.5,1.78,2.06,0.0,1.8,2.1,0.0
2,2,1,1,2.25,3.25,2.75,2.2,3.25,2.95,2.25,3.2,3.1,2.3,3.0,2.7,2.2,3.2,2.8,2.2,3.2,3.0,2.1,3.1,3.1,2.0,1.7,2.1,1.7,2.25,1.57,-0.5,2.14,1.7,-0.25,2.2,1.7,-0.25
2,1,1,1,2.0,3.25,3.25,2.0,3.25,3.4,2.05,3.3,3.5,1.9,3.0,3.6,1.91,3.2,3.0,2.0,3.25,3.4,1.95,3.2,3.3,2.0,1.7,2.05,1.75,2.1,1.67,-0.5,2.04,1.8,-0.25,2.05,1.85,-0.25
2,1,0,1,1.5,3.5,6.0,1.45,3.75,6.75,1.5,3.75,6.75,1.5,3.5,5.4,1.44,3.6,6.5,1.5,3.6,6.5,1.44,3.6,6.5,1.85,1.85,2.05,1.75,2.25,1.46,-1.5,1.84,2.0,-1.0,1.85,2.05,-1.0
3,0,3,0,2.1,3.25,3.0,2.05,3.25,3.25,2.1,3.3,3.3,2.0,3.0,3.3,1.83,3.2,3.75,2.1,3.2,3.2,2.0,3.3,3.1,1.71,2.0,2.3,1.6,1.7,2.05,-0.25,2.12,1.72,-0.5,2.125,1.775,-0.5
0,1,0,1,4.33,3.3,1.72,4.55,3.4,1.7,4.65,3.4,1.75,4.2,3.1,1.75,4.5,3.25,1.67,4.5,3.4,1.73,4.2,3.25,1.72,1.85,1.85,2.0,1.8,1.55,2.3,1.0,1.72,2.12,0.75,1.75,2.15,0.75
1,1,1,1,2.4,3.2,2.87,2.5,3.15,2.6,2.5,3.2,2.7,2.3,3.0,2.7,2.5,3.2,2.5,2.5,3.2,2.7,2.37,3.1,2.62,1.85,1.85,2.1,1.7,1.65,2.15,0.0,2.04,1.8,-0.25,2.075,1.825,-0.25
3,1,1,1,1.5,3.5,6.0,1.55,3.55,5.75,1.55,3.55,6.4,1.55,3.4,5.0,1.5,3.4,6.0,1.53,3.6,6.0,1.53,3.5,5.5,1.9,1.79,2.0,1.8,2.05,1.7,-1.0,1.76,2.08,-0.75,1.8,2.1,-0.75
2,2,1,1,1.5,3.5,6.0,1.4,4.0,7.25,1.45,3.95,7.25,1.45,3.6,5.8,1.4,3.75,7.0,1.44,3.75,7.0,1.4,3.75,7.0,1.79,1.9,2.05,1.75,2.15,1.65,-1.25,1.96,1.88,-1.0,2.0,1.9,-1.0
2,1,1,1,1.61,3.4,5.0,1.7,3.4,4.55,1.67,3.4,5.25,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.4,4.8,1.61,3.3,5.0,1.85,1.85,2.1,1.7,2.15,1.65,-1.0,1.94,1.9,-0.75,2.0,1.9,-0.75
1,0,1,0,1.61,3.4,5.0,1.6,3.5,5.25,1.67,3.4,5.25,1.55,3.4,5.0,1.73,3.2,4.33,1.67,3.4,5.5,1.66,3.3,4.5,1.75,1.95,2.1,1.7,2.05,1.7,-1.0,1.92,1.92,-0.75,1.875,2.025,-0.75
3,2,2,2,2.1,3.25,3.0,2.2,3.25,2.95,2.25,3.25,3.0,2.2,3.0,2.9,2.2,3.2,2.8,2.25,3.25,2.88,2.2,3.25,2.75,1.85,1.85,2.05,1.75,1.6,2.2,0.0,1.98,1.86,-0.25,2.0,1.9,-0.25
1,1,0,1,2.75,3.25,2.25,3.15,3.25,2.1,3.05,3.2,2.25,2.8,2.9,2.3,2.8,3.2,2.2,3.0,3.2,2.2,2.75,3.2,2.25,1.71,2.0,2.3,1.6,2.2,1.6,0.0,1.88,1.96,0.25,1.9,2.0,0.25
1,0,0,0,1.72,3.3,4.33,1.75,3.35,4.3,1.76,3.3,4.75,1.8,3.0,4.0,1.73,3.2,4.33,1.75,3.25,4.5,1.66,3.3,4.5,1.75,1.95,2.05,1.75,1.5,2.45,-0.25,1.88,1.96,-0.5,1.875,2.025,-0.5
2,0,2,0,1.4,3.75,7.5,1.4,4.0,7.25,1.45,4.0,7.25,1.45,3.6,5.8,1.44,3.6,6.5,1.4,4.0,7.5,1.4,3.75,7.0,1.85,1.85,2.0,1.8,1.73,2.0,-1.0,1.8,2.04,-1.0,1.875,2.025,-1.0
1,2,1,2,2.2,3.2,2.87,2.1,3.25,3.15,2.25,3.2,3.1,2.1,2.9,3.2,2.2,3.2,2.8,2.2,3.2,3.0,2.15,3.1,3.0,2.0,1.7,2.2,1.65,1.9,1.82,-0.25,2.04,1.8,-0.25,2.075,1.825,-0.25
0,1,0,1,2.87,3.2,2.2,2.95,3.25,2.2,3.0,3.2,2.3,2.8,2.9,2.3,2.75,3.0,2.38,2.9,3.2,2.25,2.75,3.1,2.3,2.05,1.65,2.2,1.65,1.82,1.9,0.25,1.84,2.0,0.25,1.825,2.075,0.25
1,0,1,0,2.37,3.2,2.62,2.35,3.2,2.75,2.45,3.25,2.75,2.5,3.0,2.5,2.25,3.2,2.75,2.38,3.2,2.75,2.25,3.2,2.75,2.0,1.7,2.2,1.65,1.73,2.0,0.0,1.84,2.0,0.0,1.875,2.025,0.0
2,1,1,0,4.33,3.25,1.72,4.85,3.45,1.65,5.0,3.35,1.73,4.4,3.1,1.7,4.5,3.25,1.67,4.6,3.4,1.7,4.5,3.2,1.7,1.9,1.8,2.0,1.8,2.01,1.73,0.5,1.7,2.14,0.75,1.75,2.15,0.75
4,0,3,0,1.9,3.25,3.5,2.05,3.25,3.25,2.05,3.2,3.6,1.9,3.0,3.6,1.91,3.2,3.5,2.0,3.25,3.4,1.95,3.2,3.3,2.0,1.7,2.25,1.61,1.77,1.95,-0.25,1.84,2.0,-0.25,1.85,2.05,-0.25
3,0,2,0,1.9,3.25,3.5,1.75,3.35,4.3,1.95,3.3,3.8,1.9,3.0,3.6,1.91,3.2,3.5,1.95,3.25,3.6,1.9,3.2,3.5,1.95,1.75,2.1,1.7,1.77,1.95,-0.25,2.0,1.84,-0.5,2.0,1.9,-0.5
0,1,0,1,1.72,3.25,4.33,1.6,3.5,5.25,1.73,3.35,5.0,1.7,3.1,4.4,1.73,3.2,4.33,1.7,3.4,4.6,1.7,3.2,4.5,1.9,1.8,2.15,1.66,1.83,1.88,-0.75,1.94,1.9,-0.75,1.975,1.925,-0.75
2,1,1,0,1.61,3.4,5.0,1.55,3.5,5.4,1.65,3.45,5.5,1.6,3.3,4.8,1.67,3.25,4.5,1.62,3.5,5.0,1.57,3.3,5.5,1.95,1.75,2.05,1.75,1.77,1.95,-0.25,1.86,1.98,-0.75,1.85,2.05,-0.75
4,1,1,1,1.83,3.25,3.75,1.75,3.35,4.3,1.85,3.25,4.35,1.85,3.0,3.8,1.73,3.2,4.33,1.85,3.25,4.0,1.8,3.3,3.75,1.95,1.75,2.05,1.75,1.85,1.86,-0.5,1.9,1.94,-0.5,1.9,2.0,-0.5
